index,name,url,higher_level,desc,range,components,ritual,duration,concentration,casting_time,level,classes,subclasses,school.index,school.name,school.url,material,dc.dc_type.index,dc.dc_type.name,dc.dc_type.url,dc.dc_success,damage.damage_type.index,damage.damage_type.name,damage.damage_type.url,damage.damage_at_character_level.1,damage.damage_at_character_level.5,damage.damage_at_character_level.11,damage.damage_at_character_level.17,area_of_effect.type,area_of_effect.size,heal_at_slot_level.1,heal_at_slot_level.2,heal_at_slot_level.3,heal_at_slot_level.4,heal_at_slot_level.5,heal_at_slot_level.6,heal_at_slot_level.7,heal_at_slot_level.8,heal_at_slot_level.9,attack_type,damage.damage_at_slot_level.1,damage.damage_at_slot_level.2,damage.damage_at_slot_level.3,damage.damage_at_slot_level.4,damage.damage_at_slot_level.5,damage.damage_at_slot_level.6,damage.damage_at_slot_level.7,damage.damage_at_slot_level.8,damage.damage_at_slot_level.9,dc.desc,AtSlot1,AtSlot2,AtSlot3,AtSlot4,AtSlot5,AtSlot6,AtSlot7,AtSlot8,AtSlot9
remove-curse,Remove Curse,/api/spells/remove-curse,[],"[""At your touch, all curses affecting one creature or object end. If the object is a cursed magic item, its curse remains, but the spell breaks its owner's attunement to the object so it can be removed or discarded.""]",Touch,"['V', 'S']",False,Instantaneous,False,1 action,3,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'paladin', 'name': 'Paladin', 'url': '/api/classes/paladin'}, {'index': 'warlock', 'name': 'Warlock', 'url': '/api/classes/warlock'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]","[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}]",abjuration,Abjuration,/api/magic-schools/abjuration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
revivify,Revivify,/api/spells/revivify,[],"[""You touch a creature that has died within the last minute. That creature returns to life with 1 hit point. This spell can't return to life a creature that has died of old age, nor can it restore any missing body parts.""]",Touch,"['V', 'S', 'M']",False,Instantaneous,False,1 action,3,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'paladin', 'name': 'Paladin', 'url': '/api/classes/paladin'}]","[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}, {'index': 'life', 'name': 'Life', 'url': '/api/subclasses/life'}]",conjuration,Conjuration,/api/magic-schools/conjuration,"Diamonds worth 300gp, which the spell consumes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sending,Sending,/api/spells/sending,[],"['You send a short message of twenty-five words or less to a creature with which you are familiar. The creature hears the message in its mind, recognizes you as the sender if it knows you, and can answer in a like manner immediately. The spell enables creatures with Intelligence scores of at least 1 to understand the meaning of your message.', ""You can send the message across any distance and even to other planes of existence, but if the target is on a different plane than you, there is a 5 percent chance that the message doesn't arrive.""]",Unlimited,"['V', 'S', 'M']",False,1 round,False,1 action,3,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]","[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}]",evocation,Evocation,/api/magic-schools/evocation,A short piece of fine copper wire.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
speak-with-dead,Speak with Dead,/api/spells/speak-with-dead,[],"[""You grant the semblance of life and intelligence to a corpse of your choice within range, allowing it to answer the questions you pose. The corpse must still have a mouth and can't be undead. The spell fails if the corpse was the target of this spell within the last 10 days."", ""Until the spell ends, you can ask the corpse up to five questions. The corpse knows only what it knew in life, including the languages it knew. Answers are usually brief, cryptic, or repetitive, and the corpse is under no compulsion to offer a truthful answer if you are hostile to it or it recognizes you as an enemy. This spell doesn't return the creature's soul to its body, only its animating spirit. Thus, the corpse can't learn new information, doesn't comprehend anything that has happened since it died, and can't speculate about future events.""]",10 feet,"['V', 'S', 'M']",False,10 minutes,False,1 action,3,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}]","[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}]",necromancy,Necromancy,/api/magic-schools/necromancy,Burning incense.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spirit-guardians,Spirit Guardians,/api/spells/spirit-guardians,"['When you cast this spell using a spell slot of 4th level or higher, the damage increases by 1d8 for each slot level above 3rd.']","['You call forth spirits to protect you. They flit around you to a distance of 15 feet for the duration. If you are good or neutral, their spectral form appears angelic or fey (your choice). If you are evil, they appear fiendish.', ""When you cast this spell, you can designate any number of creatures you can see to be unaffected by it. An affected creature's speed is halved in the area, and when the creature enters the area for the first time on a turn or starts its turn there, it must make a wisdom saving throw. On a failed save, the creature takes 3d8 radiant damage (if you are good or neutral) or 3d8 necrotic damage (if you are evil). On a successful save, the creature takes half as much damage.""]",Self,"['V', 'S', 'M']",False,Up to 10 minutes,True,1 action,3,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}]","[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}]",conjuration,Conjuration,/api/magic-schools/conjuration,A holy symbol.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tongues,Tongues,/api/spells/tongues,[],"['This spell grants the creature you touch the ability to understand any spoken language it hears. Moreover, when the target speaks, any creature that knows at least one language and can hear the target understands what it says.']",Touch,"['V', 'M']",False,1 hour,False,1 action,3,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'sorcerer', 'name': 'Sorcerer', 'url': '/api/classes/sorcerer'}, {'index': 'warlock', 'name': 'Warlock', 'url': '/api/classes/warlock'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]","[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}]",divination,Divination,/api/magic-schools/divination,A small clay model of a ziggurat.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-walk,Water Walk,/api/spells/water-walk,[],"['This spell grants the ability to move across any liquid surface--such as water, acid, mud, snow, quicksand, or lava--as if it were harmless solid ground (creatures crossing molten lava can still take damage from the heat). Up to ten willing creatures you can see within range gain this ability for the duration.', 'If you target a creature submerged in a liquid, the spell carries the target to the surface of the liquid at a rate of 60 feet per round.']",30 feet,"['V', 'S', 'M']",True,1 hour,False,1 action,3,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}, {'index': 'ranger', 'name': 'Ranger', 'url': '/api/classes/ranger'}, {'index': 'sorcerer', 'name': 'Sorcerer', 'url': '/api/classes/sorcerer'}]","[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}, {'index': 'land', 'name': 'Land', 'url': '/api/subclasses/land'}]",transmutation,Transmutation,/api/magic-schools/transmutation,A piece of cork.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arcane-eye,Arcane Eye,/api/spells/arcane-eye,[],"['You create an invisible, magical eye within range that hovers in the air for the duration.', 'You mentally receive visual information from the eye, which has normal vision and darkvision out to 30 feet. The eye can look in every direction.', ""As an action, you can move the eye up to 30 feet in any direction. There is no limit to how far away from you the eye can move, but it can't enter another plane of existence. A solid barrier blocks the eye's movement, but the eye can pass through an opening as small as 1 inch in diameter.""]",30 feet,"['V', 'S', 'M']",False,Up to 1 hour,True,1 action,4,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]",[],divination,Divination,/api/magic-schools/divination,A bit of bat fur.,,,,,,,,,,,,sphere,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
banishment,Banishment,/api/spells/banishment,"['When you cast this spell using a spell slot of 5th level or higher, you can target one additional creature for each slot level above 4th.']","['You attempt to send one creature that you can see within range to another plane of existence. The target must succeed on a charisma saving throw or be banished.', ""If the target is native to the plane of existence you're on, you banish the target to a harmless demiplane. While there, the target is incapacitated. The target remains there until the spell ends, at which point the target reappears in the space it left or in the nearest unoccupied space if that space is occupied."", ""If the target is native to a different plane of existence than the one you're on, the target is banished with a faint popping noise, returning to its home plane. If the spell ends before 1 minute has passed, the target reappears in the space it left or in the nearest unoccupied space if that space is occupied. Otherwise, the target doesn't return.""]",60 feet,"['V', 'S', 'M']",False,Up to 1 minute,True,1 action,4,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'paladin', 'name': 'Paladin', 'url': '/api/classes/paladin'}, {'index': 'sorcerer', 'name': 'Sorcerer', 'url': '/api/classes/sorcerer'}, {'index': 'warlock', 'name': 'Warlock', 'url': '/api/classes/warlock'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]",[],abjuration,Abjuration,/api/magic-schools/abjuration,An item distasteful to the target.,cha,CHA,/api/ability-scores/cha,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
control-water,Control Water,/api/spells/control-water,[],"['Until the spell ends, you control any freestanding water inside an area you choose that is a cube up to 100 feet on a side. You can choose from any of the following effects when you cast this spell. As an action on your turn, you can repeat the same effect or choose a different one.', '***Flood.*** You cause the water level of all standing water in the area to rise by as much as 20 feet. If the area includes a shore, the flooding water spills over onto dry land.', ""If you choose an area in a large body of water, you instead create a 20-foot tall wave that travels from one side of the area to the other and then crashes down. Any Huge or smaller vehicles in the wave's path are carried with it to the other side. Any Huge or smaller vehicles struck by the wave have a 25 percent chance of capsizing."", 'The water level remains elevated until the spell ends or you choose a different effect. If this effect produced a wave, the wave repeats on the start of your next turn while the flood effect lasts.', ""***Part Water.*** You cause water in the area to move apart and create a trench. The trench extends across the spell's area, and the separated water forms a wall to either side. The trench remains until the spell ends or you choose a different effect. The water then slowly fills in the trench over the course of the next round until the normal water level is restored."", ""***Redirect Flow.*** You cause flowing water in the area to move in a direction you choose, even if the water has to flow over obstacles, up walls, or in other unlikely directions. The water in the area moves as you direct it, but once it moves beyond the spell's area, it resumes its flow based on the terrain conditions. The water continues to move in the direction you chose until the spell ends or you choose a different effect."", '***Whirlpool.*** This effect requires a body of water at least 50 feet square and 25 feet deep. You cause a whirlpool to form in the center of the area. The whirlpool forms a vortex that is 5 feet wide at the base, up to 50 feet wide at the top, and 25 feet tall. Any creature or object in the water and within 25 feet of the vortex is pulled 10 feet toward it. A creature can swim away from the vortex by making a Strength (Athletics) check against your spell save DC.', ""When a creature enters the vortex for the first time on a turn or starts its turn there, it must make a strength saving throw. On a failed save, the creature takes 2d8 bludgeoning damage and is caught in the vortex until the spell ends. On a successful save, the creature takes half damage, and isn't caught in the vortex. A creature caught in the vortex can use its action to try to swim away from the vortex as described above, but has disadvantage on the Strength (Athletics) check to do so."", 'The first time each turn that an object enters the vortex, the object takes 2d8 bludgeoning damage; this damage occurs each round it remains in the vortex.']",300 feet,"['V', 'S', 'M']",False,Up to 10 minutes,True,1 action,4,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]",[],transmutation,Transmutation,/api/magic-schools/transmutation,A drop of water and a pinch of dust.,str,STR,/api/ability-scores/str,half,bludgeoning,Bludgeoning,/api/damage-types/bludgeoning,,,,,cube,100.0,,,,,,,,,,,,,,2d8,,,,,,,,,,2d8,,,,,
death-ward,Death Ward,/api/spells/death-ward,[],"['You touch a creature and grant it a measure of protection from death.', 'The first time the target would drop to 0 hit points as a result of taking damage, the target instead drops to 1 hit point, and the spell ends.', 'If the spell is still in effect when the target is subjected to an effect that would kill it instantaneously without dealing damage, that effect is instead negated against the target, and the spell ends.']",Touch,"['V', 'S']",False,8 hours,False,1 action,4,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'paladin', 'name': 'Paladin', 'url': '/api/classes/paladin'}]","[{'index': 'life', 'name': 'Life', 'url': '/api/subclasses/life'}]",abjuration,Abjuration,/api/magic-schools/abjuration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freedom-of-movement,Freedom of Movement,/api/spells/freedom-of-movement,[],"[""You touch a willing creature. For the duration, the target's movement is unaffected by difficult terrain, and spells and other magical effects can neither reduce the target's speed nor cause the target to be paralyzed or restrained."", ""The target can also spend 5 feet of movement to automatically escape from nonmagical restraints, such as manacles or a creature that has it grappled. Finally, being underwater imposes no penalties on the target's movement or attacks.""]",Touch,"['V', 'S', 'M']",False,1 hour,False,1 action,4,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}, {'index': 'ranger', 'name': 'Ranger', 'url': '/api/classes/ranger'}]","[{'index': 'land', 'name': 'Land', 'url': '/api/subclasses/land'}, {'index': 'devotion', 'name': 'Devotion', 'url': '/api/subclasses/devotion'}]",abjuration,Abjuration,/api/magic-schools/abjuration,"A leather strap, bound around the arm or a similar appendage.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guardian-of-faith,Guardian of Faith,/api/spells/guardian-of-faith,[],"['A Large spectral guardian appears and hovers for the duration in an unoccupied space of your choice that you can see within range. The guardian occupies that space and is indistinct except for a gleaming sword and shield emblazoned with the symbol of your deity.', 'Any creature hostile to you that moves to a space within 10 feet of the guardian for the first time on a turn must succeed on a dexterity saving throw. The creature takes 20 radiant damage on a failed save, or half as much damage on a successful one. The guardian vanishes when it has dealt a total of 60 damage.']",30 feet,['V'],False,8 hours,False,1 action,4,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}]",[],conjuration,Conjuration,/api/magic-schools/conjuration,,dex,DEX,/api/ability-scores/dex,half,radiant,Radiant,/api/damage-types/radiant,,,,,cylinder,10.0,,,,,,,,,,,,,,20,,,,,,,,,,20,,,,,
locate-creature,Locate Creature,/api/spells/locate-creature,[],"[""Describe or name a creature that is familiar to you. You sense the direction to the creature's location, as long as that creature is within 1,000 feet of you. If the creature is moving, you know the direction of its movement."", ""The spell can locate a specific creature known to you, or the nearest creature of a specific kind (such as a human or a unicorn), so long as you have seen such a creature up close--within 30 feet--at least once. If the creature you described or named is in a different form, such as being under the effects of a polymorph spell, this spell doesn't locate the creature."", ""This spell can't locate a creature if running water at least 10 feet wide blocks a direct path between you and the creature.""]",Self,"['V', 'S', 'M']",False,Up to 1 hour,True,1 action,4,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}, {'index': 'paladin', 'name': 'Paladin', 'url': '/api/classes/paladin'}, {'index': 'ranger', 'name': 'Ranger', 'url': '/api/classes/ranger'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]","[{'index': 'land', 'name': 'Land', 'url': '/api/subclasses/land'}]",divination,Divination,/api/magic-schools/divination,A bit of fur from a bloodhound.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stone-shape,Stone Shape,/api/spells/stone-shape,[],"[""You touch a stone object of Medium size or smaller or a section of stone no more than 5 feet in any dimension and form it into any shape that suits your purpose. So, for example, you could shape a large rock into a weapon, idol, or coffer, or make a small passage through a wall, as long as the wall is less than 5 feet thick. You could also shape a stone door or its frame to seal the door shut. The object you create can have up to two hinges and a latch, but finer mechanical detail isn't possible.""]",Touch,"['V', 'S', 'M']",False,Instantaneous,False,1 action,4,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]","[{'index': 'land', 'name': 'Land', 'url': '/api/subclasses/land'}]",transmutation,Transmutation,/api/magic-schools/transmutation,"Soft clay, to be crudely worked into the desired shape for the stone object.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commune,Commune,/api/spells/commune,[],"['You contact your deity or a divine proxy and ask up to three questions that can be answered with a yes or no. You must ask your questions before the spell ends. You receive a correct answer for each question.', 'Divine beings aren\'t necessarily omniscient, so you might receive ""unclear"" as an answer if a question pertains to information that lies beyond the deity\'s knowledge. In a case where a one-word answer could be misleading or contrary to the deity\'s interests, the GM might offer a short phrase as an answer instead.', 'If you cast the spell two or more times before finishing your next long rest, there is a cumulative 25 percent chance for each casting after the first that you get no answer. The GM makes this roll in secret.']",Self,"['V', 'S', 'M']",True,1 minute,False,1 minute,5,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}]","[{'index': 'devotion', 'name': 'Devotion', 'url': '/api/subclasses/devotion'}]",divination,Divination,/api/magic-schools/divination,Incense and a vial of holy or unholy water.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
contagion,Contagion,/api/spells/contagion,[],"['Your touch inflicts disease. Make a melee spell attack against a creature within your reach. On a hit, you afflict the creature with a disease of your choice from any of the ones described below.', ""At the end of each of the target's turns, it must make a constitution saving throw. After failing three of these saving throws, the disease's effects last for the duration, and the creature stops making these saves. After succeeding on three of these saving throws, the creature recovers from the disease, and the spell ends."", ""Since this spell induces a natural disease in its target, any effect that removes a disease or otherwise ameliorates a disease's effects apply to it."", ""***Blinding Sickness.*** Pain grips the creature's mind, and its eyes turn milky white. The creature has disadvantage on wisdom checks and wisdom saving throws and is blinded."", ""***Filth Fever.*** A raging fever sweeps through the creature's body. The creature has disadvantage on strength checks, strength saving throws, and attack rolls that use Strength."", ""***Flesh Rot.*** The creature's flesh decays. The creature has disadvantage on Charisma checks and vulnerability to all damage."", ""***Mindfire.*** The creature's mind becomes feverish. The creature has disadvantage on intelligence checks and intelligence saving throws, and the creature behaves as if under the effects of the confusion spell during combat."", '***Seizure.*** The creature is overcome with shaking. The creature has disadvantage on dexterity checks, dexterity saving throws, and attack rolls that use Dexterity.', '***Slimy Doom.*** The creature begins to bleed uncontrollably. The creature has disadvantage on constitution checks and constitution saving throws. In addition, whenever the creature takes damage, it is stunned until the end of its next turn.']",Touch,"['V', 'S']",False,7 days,False,1 action,5,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}]",[],necromancy,Necromancy,/api/magic-schools/necromancy,,con,CON,/api/ability-scores/con,other,,,,,,,,,,,,,,,,,,,melee,,,,,,,,,,"After succeeding on three of these saving throws, the creature recovers from the disease, and the spell ends.",,,,,,,,,
dispel-evil-and-good,Dispel Evil and Good,/api/spells/dispel-evil-and-good,[],"['Shimmering energy surrounds and protects you from fey, undead, and creatures originating from beyond the Material Plane. For the duration, celestials, elementals, fey, fiends, and undead have disadvantage on attack rolls against you.', 'You can end the spell early by using either of the following special functions.', '***Break Enchantment.*** As your action, you touch a creature you can reach that is charmed, frightened, or possessed by a celestial, an elemental, a fey, a fiend, or an undead. The creature you touch is no longer charmed, frightened, or possessed by such creatures.', ""***Dismissal.*** As your action, make a melee spell attack against a celestial, an elemental, a fey, a fiend, or an undead you can reach. On a hit, you attempt to drive the creature back to its home plane. The creature must succeed on a charisma saving throw or be sent back to its home plane (if it isn't there already). If they aren't on their home plane, undead are sent to the Shadowfell, and fey are sent to the Feywild.""]",Self,"['V', 'S', 'M']",False,Up to 1 minute,True,1 action,5,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'paladin', 'name': 'Paladin', 'url': '/api/classes/paladin'}]",[],abjuration,Abjuration,/api/magic-schools/abjuration,Holy water or powdered silver and iron.,cha,CHA,/api/ability-scores/cha,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The creature must succeed on a charisma saving throw or be sent back to its home plane (if it isn't there already),,,,,,,,,
flame-strike,Flame Strike,/api/spells/flame-strike,"['When you cast this spell using a spell slot of 6th level or higher, the fire damage or the radiant damage (your choice) increases by 1d6 for each slot level above 5th.']","['A vertical column of divine fire roars down from the heavens in a location you specify. Each creature in a 10-foot-radius, 40-foot-high cylinder centered on a point within range must make a dexterity saving throw. A creature takes 4d6 fire damage and 4d6 radiant damage on a failed save, or half as much damage on a successful one.']",60 feet,"['V', 'S', 'M']",False,Instantaneous,False,1 action,5,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}]","[{'index': 'devotion', 'name': 'Devotion', 'url': '/api/subclasses/devotion'}, {'index': 'fiend', 'name': 'Fiend', 'url': '/api/subclasses/fiend'}]",evocation,Evocation,/api/magic-schools/evocation,Pinch of sulfur.,dex,DEX,/api/ability-scores/dex,half,fire,Fire,/api/damage-types/fire,,,,,cylinder,40.0,,,,,,,,,,,,,,,4d6 + 4d6,4d6 + 5d6,4d6 + 6d6,4d6 + 7d6,4d6 + 8d6,,,,,,4d6 + 4d6,4d6 + 5d6,4d6 + 6d6,4d6 + 7d6,4d6 + 8d6
geas,Geas,/api/spells/geas,"['When you cast this spell using a spell slot of 7th or 8th level, the duration is 1 year. When you cast this spell using a spell slot of 9th level, the spell lasts until it is ended by one of the spells mentioned above.']","[""You place a magical command on a creature that you can see within range, forcing it to carry out some service or refrain from some action or course of activity as you decide. If the creature can understand you, it must succeed on a wisdom saving throw or become charmed by you for the duration. While the creature is charmed by you, it takes 5d10 psychic damage each time it acts in a manner directly counter to your instructions, but no more than once each day. A creature that can't understand you is unaffected by the spell."", 'You can issue any command you choose, short of an activity that would result in certain death. Should you issue a suicidal command, the spell ends.', 'You can end the spell early by using an action to dismiss it. A remove curse, greater restoration, or wish spell also ends it.']",60 feet,['V'],False,30 days,False,1 minute,5,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}, {'index': 'paladin', 'name': 'Paladin', 'url': '/api/classes/paladin'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]",[],enchantment,Enchantment,/api/magic-schools/enchantment,,wis,WIS,/api/ability-scores/wis,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greater-restoration,Greater Restoration,/api/spells/greater-restoration,[],"[""You imbue a creature you touch with positive energy to undo a debilitating effect. You can reduce the target's exhaustion level by one, or end one of the following effects on the target:"", '- One effect that charmed or petrified the target', ""- One curse, including the target's attunement to a cursed magic item"", ""- Any reduction to one of the target's ability scores"", ""- One effect reducing the target's hit point maximum""]",Touch,"['V', 'S', 'M']",False,Instantaneous,False,1 action,5,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}]",[],abjuration,Abjuration,/api/magic-schools/abjuration,"Diamond dust worth at least 100gp, which the spell consumes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hallow,Hallow,/api/spells/hallow,[],"['You touch a point and infuse an area around it with holy (or unholy) power. The area can have a radius up to 60 feet, and the spell fails if the radius includes an area already under the effect a hallow spell. The affected area is subject to the following effects.', ""First, celestials, elementals, fey, fiends, and undead can't enter the area, nor can such creatures charm, frighten, or possess creatures within it. Any creature charmed, frightened, or possessed by such a creature is no longer charmed, frightened, or possessed upon entering the area. You can exclude one or more of those types of creatures from this effect."", ""Second, you can bind an extra effect to the area. Choose the effect from the following list, or choose an effect offered by the GM. Some of these effects apply to creatures in the area; you can designate whether the effect applies to all creatures, creatures that follow a specific deity or leader, or creatures of a specific sort, such as ores or trolls. When a creature that would be affected enters the spell's area for the first time on a turn or starts its turn there, it can make a charisma saving throw. On a success, the creature ignores the extra effect until it leaves the area."", ""***Courage.*** Affected creatures can't be frightened while in the area."", ""***Darkness.*** Darkness fills the area. Normal light, as well as magical light created by spells of a lower level than the slot you used to cast this spell, can't illuminate the area."", ""***Daylight.*** Bright light fills the area. Magical darkness created by spells of a lower level than the slot you used to cast this spell can't extinguish the light."", '***Energy Protection.*** Affected creatures in the area have resistance to one damage type of your choice, except for bludgeoning, piercing, or slashing.', '***Energy Vulnerability.*** Affected creatures in the area have vulnerability to one damage type of your choice, except for bludgeoning, piercing, or slashing.', ""***Everlasting Rest.*** Dead bodies interred in the area can't be turned into undead."", ""***Extradimensional Interference.*** Affected creatures can't move or travel using teleportation or by extradimensional or interplanar means."", '***Fear.*** Affected creatures are frightened while in the area.', '***Silence.*** No sound can emanate from within the area, and no sound can reach into it.', ""***Tongues.*** Affected creatures can communicate with any other creature in the area, even if they don't share a common language.""]",Touch,"['V', 'S', 'M']",False,Until dispelled,False,24 hours,5,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}]","[{'index': 'fiend', 'name': 'Fiend', 'url': '/api/subclasses/fiend'}]",evocation,Evocation,/api/magic-schools/evocation,"Herbs, oils, and incense worth at least 1,000 gp, which the spell consumes.",cha,CHA,/api/ability-scores/cha,none,,,,,,,,sphere,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
insect-plague,Insect Plague,/api/spells/insect-plague,"['When you cast this spell using a spell slot of 6th level or higher, the damage increases by 1d10 for each slot level above 5th.']","[""Swarming, biting locusts fill a 20-foot-radius sphere centered on a point you choose within range. The sphere spreads around corners. The sphere remains for the duration, and its area is lightly obscured. The sphere's area is difficult terrain."", ""When the area appears, each creature in it must make a constitution saving throw. A creature takes 4d10 piercing damage on a failed save, or half as much damage on a successful one. A creature must also make this saving throw when it enters the spell's area for the first time on a turn or ends its turn there.""]",300 feet,"['V', 'S', 'M']",False,Up to 10 minutes,True,1 action,5,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}, {'index': 'sorcerer', 'name': 'Sorcerer', 'url': '/api/classes/sorcerer'}]","[{'index': 'land', 'name': 'Land', 'url': '/api/subclasses/land'}]",conjuration,Conjuration,/api/magic-schools/conjuration,"A few grains of sugar, some kernels of grain, and a smear of fat.",con,CON,/api/ability-scores/con,half,piercing,Piercing,/api/damage-types/piercing,,,,,sphere,20.0,,,,,,,,,,,,,,,4d10,5d10,6d10,7d10,8d10,,,,,,4d10,5d10,6d10,7d10,8d10
